# BENCHMARK: 10-Nov-24-00
10, 0, 1, 13,  0.048666
10, 1, 1, 8,  0.032918
10, 2, 4, 9,  0.046819
10, 3, 1, 10,  0.032881
10, 4, 1, 10,  0.041600
10, 5, 0, 6,  0.056138
10, 6, 1, 10,  0.033028
10, 7, 1, 12,  0.029713
10, 8, 0, 7,  0.024153
10, 9, 1, 2,  0.028972
20, 0, 0, 65,  0.034376
20, 1, 0, 70,  0.040759
20, 2, 1, 48,  0.081850
20, 3, 0, 41,  0.055512
20, 4, 0, 43,  0.077355
20, 5, 0, 67,  0.085966
20, 6, 1, 64,  0.098106
20, 7, 0, 46,  0.043075
20, 8, 1, 35,  0.043959
20, 9, 0, 60,  0.078322
30, 0, 2, 163,  0.132957
30, 1, 1, 163,  0.058118
30, 2, 0, 180,  0.056884
30, 3, 1, 125,  0.090575
30, 4, 0, 224,  0.102263
30, 5, 2, 176,  0.069977
30, 6, 1, 95,  0.065816
30, 7, 1, 157,  0.081111
30, 8, 0, 121,  0.110952
30, 9, 2, 140,  0.071061
40, 0, 0, 248,  0.145759
40, 1, 4, 321,  0.163700
40, 2, 1, 245,  0.074863
40, 3, 1, 223,  0.055872
40, 4, 1, 359,  0.114166
40, 5, 0, 353,  0.059832
40, 6, 1, 301,  0.050888
40, 7, 0, 284,  0.048807
40, 8, 2, 275,  0.079212
40, 9, 0, 276,  0.041197
50, 0, 3, 448,  0.104882
50, 1, 0, 532,  0.066239
50, 2, 0, 479,  0.061165
50, 3, 1, 469,  0.092169
50, 4, 0, 572,  0.156125
50, 5, 1, 461,  0.180606
50, 6, 4, 497,  0.118043
50, 7, 1, 454,  0.103274
50, 8, 1, 474,  0.164341
50, 9, 0, 411,  0.068624
60, 0, 1, 580,  0.129286
60, 1, 2, 746,  0.113365
60, 2, 1, 625,  0.136238
60, 3, 1, 780,  0.152998
60, 4, 2, 690,  0.188242
60, 5, 1, 557,  0.157039
60, 6, 0, 539,  0.071493
60, 7, 0, 688,  0.096369
60, 8, 1, 699,  0.104000
60, 9, 1, 747,  0.115837
70, 0, 2, 844,  0.212423
70, 1, 1, 885,  0.190840
70, 2, 1, 877,  0.310934
70, 3, 1, 841,  0.323927
70, 4, 0, 793,  0.382276
70, 5, 1, 782,  0.464089
70, 6, 1, 937,  0.235059
70, 7, 2, 791,  0.323720
70, 8, 0, 847,  0.228388
70, 9, 1, 937,  0.300304
80, 0, 1, 1115,  0.453003
80, 1, 1, 1211,  0.477337
80, 2, 1, 1100,  0.379983
80, 3, 1, 1137,  0.342501
80, 4, 1, 1241,  0.307440
80, 5, 2, 1104,  0.438646
80, 6, 1, 1083,  0.360800
80, 7, 0, 1249,  0.326774
80, 8, 1, 1164,  0.337037
80, 9, 0, 1090,  0.276322
90, 0, 1, 1460,  0.196485
90, 1, 2, 1523,  0.292787
90, 2, 1, 1403,  0.219369
90, 3, 1, 1327,  0.236344
90, 4, 1, 1486,  0.231185
90, 5, 0, 1371,  0.169421
90, 6, 1, 1565,  0.235805
90, 7, 1, 1562,  0.178233
90, 8, 2, 1405,  0.234678
90, 9, 0, 1376,  0.159928
100, 0, 1, 1890,  0.254627
100, 1, 1, 1748,  0.180443
100, 2, 1, 1765,  0.350937
100, 3, 0, 1613,  0.355729
100, 4, 1, 1978,  0.235757
100, 5, 1, 1668,  0.284187
100, 6, 1, 1897,  0.231499
100, 7, 1, 1799,  0.267545
100, 8, 2, 1644,  0.326961
100, 9, 1, 1746,  0.181067
110, 0, 1, 2281,  0.256356
110, 1, 1, 2334,  0.572773
110, 2, 1, 2169,  1.249704
110, 3, 0, 2451,  0.889695
110, 4, 1, 2204,  0.446753
110, 5, 1, 2050,  0.244186
110, 6, 1, 1906,  0.306113
110, 7, 1, 2207,  0.224730
110, 8, 1, 2432,  0.359362
110, 9, 1, 2035,  0.227081
120, 0, 3, 2632,  0.379286
120, 1, 1, 2457,  0.288983
120, 2, 2, 2552,  0.526500
120, 3, 0, 3036,  0.380257
120, 4, 1, 2750,  0.284488
120, 5, 1, 2445,  0.487940
120, 6, 2, 2337,  0.481730
120, 7, 1, 2700,  0.294170
120, 8, 1, 2473,  0.303385
120, 9, 1, 2646,  1.125412
130, 0, 1, 3004,  0.381496
130, 1, 1, 3161,  0.313494
130, 2, 1, 2737,  0.331306
130, 3, 1, 3229,  0.409112
130, 4, 1, 2841,  0.342185
130, 5, 1, 2821,  0.469471
130, 6, 1, 3219,  0.503339
130, 7, 1, 2891,  0.648873
130, 8, 1, 2832,  1.057445
130, 9, 2, 2928,  0.957205
140, 0, 1, 3431,  0.841869
140, 1, 1, 3467,  0.846865
140, 2, 1, 3641,  1.073931
140, 3, 1, 3530,  1.142742
140, 4, 1, 3676,  1.009497
140, 5, 1, 3409,  1.136506
140, 6, 0, 3684,  0.739994
140, 7, 1, 3247,  0.951966
140, 8, 1, 3501,  0.823701
140, 9, 1, 3496,  0.759211
150, 0, 1, 4055,  1.182111
150, 1, 1, 4034,  1.244437
150, 2, 1, 4156,  1.396393
150, 3, 1, 4058,  0.790225
150, 4, 1, 4096,  1.221852
150, 5, 1, 4041,  0.970193
150, 6, 1, 4017,  0.919058
150, 7, 1, 3919,  0.877529
150, 8, 1, 3918,  1.064422
150, 9, 1, 3997,  0.966738
160, 0, 1, 4654,  1.060637
160, 1, 1, 4439,  1.104091
160, 2, 1, 4455,  0.744836
160, 3, 1, 4264,  0.553268
160, 4, 1, 4554,  0.589685
160, 5, 1, 4530,  0.513250
160, 6, 1, 4415,  0.829953
160, 7, 1, 4718,  0.830402
160, 8, 0, 4823,  0.931311
160, 9, 1, 4380,  0.847013
170, 0, 1, 5342,  1.423370
170, 1, 1, 4720,  1.409413
170, 2, 1, 5684,  0.617414
170, 3, 1, 5292,  0.662099
170, 4, 1, 5042,  0.565776
170, 5, 1, 5341,  2.179664
170, 6, 1, 5196,  1.559585
170, 7, 1, 5243,  1.896975
170, 8, 1, 5049,  1.699014
170, 9, 1, 4957,  2.114798
180, 0, 1, 5608,  0.792483
180, 1, 1, 6004,  0.583366
180, 2, 1, 5838,  0.669569
180, 3, 1, 5930,  0.766915
180, 4, 1, 6217,  0.874238
180, 5, 0, 5836,  0.611994
180, 6, 1, 6066,  0.864968
180, 7, 1, 6238,  0.793533
180, 8, 1, 5870,  0.582031
180, 9, 1, 5684,  0.615601
190, 0, 1, 6542,  0.670410
190, 1, 1, 6044,  0.633499
190, 2, 1, 6361,  0.755093
190, 3, 1, 6632,  0.563231
190, 4, 1, 6002,  0.688574
190, 5, 1, 6176,  0.799358
190, 6, 1, 6270,  0.778985
190, 7, 1, 6374,  0.612407
190, 8, 1, 6342,  0.586534
190, 9, 1, 6225,  0.676737
200, 0, 1, 7133,  0.849340
200, 1, 1, 7424,  0.901269
200, 2, 1, 7207,  0.998376
200, 3, 2, 7032,  0.895028
200, 4, 1, 7033,  0.985335
200, 5, 1, 7083,  0.881942
200, 6, 2, 7146,  0.849509
200, 7, 1, 6659,  0.708542
200, 8, 1, 7042,  0.642452
200, 9, 1, 6834,  0.754963
210, 0, 1, 8084,  0.770723
210, 1, 0, 7477,  0.676227
210, 2, 1, 7562,  0.805488
210, 3, 1, 8014,  0.784716
210, 4, 1, 8120,  0.758813
210, 5, 1, 7934,  0.778632
210, 6, 1, 7690,  0.700541
210, 7, 1, 8167,  1.111713
210, 8, 1, 7454,  0.988747
210, 9, 1, 7920,  1.136634
220, 0, 1, 8738,  1.187743
220, 1, 0, 8568,  0.835043
