# BENCHMARK EQUILIBRIA: 26-Nov-24 00
6, 6, 1, 1,  2, 0.061989, 0.070019
6, 7, 1, 1,  4, 0.076003, 0.065996
6, 8, 2, 3,  11, 0.059037, 0.065965
6, 9, 1, 2,  8, 0.065992, 0.050997
7, 0, 1, 1,  4, 0.169038, 0.359534
7, 1, 1, 1,  10, 0.435000, 0.180034
7, 2, 1, 1,  14, 0.196037, 0.169997
7, 3, 1, 1,  1, 0.202005, 0.163963
7, 4, 1, 1,  10, 0.176003, 0.183037
7, 5, 2, 3,  9, 0.176998, 0.157968
7, 6, 1, 3,  10, 0.166975, 0.147036
7, 7, 1, 1,  11, 0.161003, 0.153996
7, 8, 3, 6,  10, 0.193035, 0.313966
7, 9, 1, 1,  5, 0.218039, 0.179963
8, 0, 1, 2,  13, 0.482038, 0.437003
8, 1, 2, 4,  9, 0.516973, 0.461011
8, 2, 1, 1,  12, 0.502001, 0.750007
8, 3, 1, 1,  12, 0.472986, 0.419042
8, 4, 1, 1,  13, 0.551967, 0.387001
8, 5, 2, 4,  15, 0.498969, 0.447003
8, 6, 1, 1,  12, 0.656971, 0.470004
8, 7, 2, 4,  7, 0.461002, 0.444003
8, 8, 2, 3,  11, 0.494003, 0.765872
8, 9, 1, 1,  2, 0.779005, 0.515042
9, 0, 1, 1,  15, 1.439989, 1.160014
9, 1, 1, 1,  7, 1.362010, 1.220039
9, 2, 2, 3,  15, 1.562096, 1.319029
9, 3, 1, 1,  11, 1.603016, 1.876012
9, 4, 1, 1,  9, 1.514007, 2.042023
9, 5, 1, 3,  14, 2.369051, 1.259614
9, 6, 2, 3,  8, 1.633555, 2.098025
9, 7, 1, 2,  14, 1.382002, 2.091576
9, 8, 1, 1,  5, 1.145000, 1.171050
9, 9, 1, 1,  11, 1.172968, 0.971046
10, 0, 1, 1,  27, 2.913057, 2.604018
10, 1, 1, 1,  10, 3.162608, 2.825017
10, 2, 1, 1,  20, 3.771810, 2.810018
10, 3, 2, 3,  22, 3.908658, 2.523981
10, 4, 1, 1,  20, 3.210012, 2.615022
10, 5, 1, 1,  26, 5.606797, 3.767882
10, 6, 1, 2,  27, 4.525402, 3.171057
10, 7, 1, 1,  19, 3.062760, 4.152265
10, 8, 1, 1,  10, 3.589805, 2.295012
10, 9, 1, 1,  27, 2.427017, 2.437014
11, 0, 2, 4,  18, 7.012579, 6.244039
11, 1, 1, 3,  27, 6.813040, 6.294353
11, 2, 1, 2,  37, 9.286021, 13.542062
11, 3, 2, 3,  19, 12.646376, 8.171051
11, 4, 1, 1,  34, 8.643089, 5.918171
11, 5, 1, 1,  28, 8.028016, 11.529407
11, 6, 1, 1,  28, 10.237957, 6.382085
11, 7, 1, 2,  20, 6.117620, 6.160043
11, 8, 1, 2,  27, 6.920039, 8.513352
11, 9, 1, 1,  24, 8.187992, 7.273670
12, 0, 2, 2,  36, 22.081062, 16.201320
12, 1, 1, 1,  32, 21.097462, 21.442465
12, 2, 1, 1,  37, 22.101739, 28.610285
12, 3, 1, 1,  75, 15.732870, 26.404865
12, 4, 1, 2,  34, 27.501534, 19.776088
12, 5, 1, 3,  54, 18.402721, 21.209190
12, 6, 1, 1,  50, 19.055093, 19.314647
12, 7, 1, 2,  82, 22.148313, 16.559153
12, 8, 1, 1,  45, 17.854081, 20.006521
12, 9, 4, 7,  51, 15.696630, 20.642004
13, 0, 2, 7,  34, 40.344320, 46.775341
13, 1, 2, 3,  51, 49.289030, 39.113347
13, 2, 1, 1,  43, 43.479640, 43.535814
13, 3, 1, 1,  45, 33.677355, 35.978515
13, 4, 1, 1,  50, 37.266585, 38.181491
13, 5, 1, 1,  50, 42.796807, 40.131824
13, 6, 1, 2,  33, 41.982819, 50.248668
13, 7, 1, 1,  42, 32.565475, 37.780687
13, 8, 2, 2,  32, 33.474275, 37.146208
13, 9, 1, 1,  43, 35.065680, 36.781465
14, 0, 2, 3,  32, 117.554861, 109.508143
14, 1, 1, 2,  78, 76.393289, 98.519473
14, 2, 1, 3,  61, 74.293805, 99.371318
14, 3, 1, 1,  55, 74.437588, 109.780117
14, 4, 1, 1,  35, 94.408850, 97.908668
14, 5, 1, 3,  34, 75.077408, 99.630347
14, 6, 2, 2,  50, 80.503218, 96.949993
14, 7, 1, 1,  64, 86.091789, 101.247345
14, 8, 2, 2,  46, 100.773425, 100.446977
14, 9, 1, 1,  55, 76.334110, 100.666147
15, 0, 1, 2,  85, 191.991250, 284.310833
15, 1, 1, 1,  88, 208.094906, 287.577656
15, 2, 3, 8,  49, 249.452639, 293.406147
15, 3, 1, 1,  61, 178.981828, 293.774158
15, 4, 1, 1,  36, 322.027634, 302.357498
15, 5, 1, 1,  71, 200.729036, 313.147560
