# BENCHMARK CONTROLLABILITY: 27-Nov-24 09 p=0.5
3, 0, 0, 0, 3, 0.128004, 0.109619
3, 1, 0, 0, 0, 0.055210, 0.092035
3, 2, 0, 0, 1, 0.061970, 0.081009
3, 3, 0, 0, 0, 0.054990, 0.083996
3, 4, 0, 0, 1, 0.060003, 0.105039
3, 5, 0, 0, 3, 0.061412, 0.080002
3, 6, 0, 0, 2, 0.061078, 0.103637
3, 7, 0, 0, 2, 0.065867, 0.079968
3, 8, 0, 0, 1, 0.060001, 0.082995
3, 9, 0, 0, 2, 0.057418, 0.077992
4, 0, 0, 0, 0, 0.068826, 0.126560
4, 1, 1, 2, 4, 0.121320, 0.177093
4, 2, 0, 0, 2, 0.055436, 0.085213
4, 3, 1, 1, 0, 0.112970, 0.163181
4, 4, 1, 2, 4, 0.110034, 0.187289
4, 5, 1, 1, 0, 0.095226, 0.127556
4, 6, 1, 1, 5, 0.128295, 0.138158
4, 7, 0, 0, 1, 0.068404, 0.105646
4, 8, 1, 1, 1, 0.121128, 0.119821
4, 9, 0, 0, 0, 0.076728, 0.108005
5, 0, 0, 0, 2, 0.076129, 0.139831
5, 1, 0, 2, 3, 0.072570, 0.227971
5, 2, 0, 0, 5, 0.071103, 0.143128
5, 3, 0, 0, 5, 0.092945, 0.293028
5, 4, 1, 1, 0, 0.125004, 0.139991
5, 5, 0, 0, 1, 0.091967, 0.197000
5, 6, 0, 2, 6, 0.086997, 0.249997
5, 7, 0, 0, 3, 0.075999, 0.171035
5, 8, 2, 3, 4, 0.178531, 0.247540
5, 9, 0, 0, 5, 0.082004, 0.194995
6, 0, 0, 0, 1, 0.101990, 0.306991
6, 1, 0, 0, 4, 0.114005, 0.457280
6, 2, 0, 0, 5, 0.112699, 0.205007
6, 3, 2, 2, 6, 0.187866, 0.271567
6, 4, 0, 0, 9, 0.104129, 0.249951
6, 5, 0, 0, 9, 0.104872, 0.219471
6, 6, 1, 1, 6, 0.144286, 0.232833
6, 7, 0, 0, 6, 0.095685, 0.296998
6, 8, 2, 0, 6, 0.179202, 0.057959
6, 9, 1, 1, 5, 0.124508, 0.254605
7, 0, 1, 1, 7, 0.151567, 0.570676
7, 1, 4, 1, 10, 0.298407, 0.539496
7, 2, 2, 2, 7, 0.193213, 0.451159
7, 3, 2, 2, 5, 0.177027, 1.140999
7, 4, 3, 2, 6, 0.259997, 1.119031
7, 5, 2, 2, 2, 0.207837, 0.439714
7, 6, 3, 1, 6, 0.217337, 0.361636
7, 7, 1, 1, 12, 0.162143, 0.845052
7, 8, 1, 1, 5, 0.165961, 0.523999
7, 9, 1, 1, 5, 0.150288, 1.208611
8, 0, 0, 3, 10, 0.123002, 2.080988
8, 1, 0, 0, 12, 0.137957, 3.744766
8, 2, 0, 0, 11, 0.140023, 2.110206
8, 3, 4, 1, 8, 0.398270, 2.194516
8, 4, 2, 1, 12, 0.255741, 1.668980
8, 5, 1, 3, 17, 0.232997, 2.801245
8, 6, 0, 1, 14, 0.119394, 1.392176
8, 7, 0, 0, 8, 0.103945, 2.127403
8, 8, 3, 4, 14, 0.282495, 1.354271
8, 9, 3, 6, 12, 0.263980, 2.735778
9, 0, 7, 1, 30, 0.529090, 1.790724
9, 1, 1, 1, 19, 0.196981, 8.904999
9, 2, 5, 3, 19, 1.354002, 6.108929
9, 3, 0, 0, 6, 0.125959, 3.474680
9, 4, 12, 1, 60, 0.885580, 2.171687
9, 5, 0, 3, 19, 0.221007, 8.890624
9, 6, 2, 3, 13, 0.647004, 16.616756
9, 7, 1, 1, 23, 1.048914, 20.698824
9, 8, 0, 2, 13, 0.211002, 9.795484
9, 9, 1, 1, 8, 0.249591, 3.208002
10, 0, 0, 2, 24, 0.231034, 30.142182
10, 1, 9, 1, 19, 0.689850, 18.013639
10, 2, 2, 3, 24, 0.309005, 25.322691
10, 3, 2, 2, 11, 0.323000, 20.961525
10, 4, 0, 2, 20, 0.188705, 17.356961
10, 5, 3, 3, 20, 0.308501, 11.631351
10, 6, 2, 1, 24, 0.266957, 69.099577
10, 7, 1, 1, 22, 0.275672, 14.789496
10, 8, 1, 5, 27, 0.230645, 29.533727
10, 9, 2, 5, 16, 0.285993, 14.872313
11, 0, 7, 1, 47, 0.921001, 282.629717
11, 1, 7, 1, 23, 0.854923, 8.654915
11, 2, 3, 3, 23, 0.346395, 108.425059
11, 3, 0, 4, 29, 0.264735, 209.113400
11, 4, 2, 2, 15, 0.283238, 44.046866
11, 5, 2, 8, 13, 0.302654, 72.941005
11, 6, 6, 11, 28, 0.554620, 36.697122
11, 7, 2, 3, 29, 0.527005, 53.139763
11, 8, 6, 5, 27, 0.563917, 57.303230
11, 9, 4, 6, 25, 0.472984, 47.847606
12, 0, 7, 7, 33, 0.764536, 1116.989044
12, 1, 2, 1, 33, 0.797001, 252.197780
12, 2, 0, 6, 28, 0.696001, 456.711564
12, 3, 3, 4, 24, 0.919002, 118.692321
12, 4, 7, 16, 67, 1.634994, 138.706268
12, 5, 4, 1, 33, 0.528798, 250.324355
12, 6, 4, 5, 31, 0.821959, 545.055380
12, 7, 0, 3, 44, 0.287539, 486.847222
12, 8, 2, 11, 46, 1.297998, 281.110331
12, 9, 3, 27, 42, 0.678001, 578.774681
13, 0, 1, 1, 26, 0.315952, 676.714962
